"","Id","OverallQual","GrLivArea","GarageCars","GarageArea","SalePrice"
"1384",2844,6,1282,3,672,188875.442
"1385",2845,5,864,1,297,102975.78
"1386",2846,7,1762,2,591,224982.096
"1387",2847,6,1755,2,530,195116.073
"1388",2848,8,1358,2,418,224767.764
"1389",2849,7,1909,2,529,229697.691
"1390",2850,8,2214,3,646,287976.758
"1391",2851,7,2049,2,467,234066.275
"1392",2852,7,1939,3,555,243580.831
"1393",2853,7,1995,2,610,237320.687
"1394",2854,6,848,2,420,145590.782
"1395",2855,7,1390,2,545,204632.952
"1396",2856,7,1737,2,578,223203.557
"1397",2857,7,1611,2,572,216708.491
"1398",2858,7,1336,2,502,200172.456
"1399",2859,4,1436,2,528,125241.622
"1400",2860,6,1012,0,0,113664.95
"1401",2861,5,1176,1,360,121055.67
"1402",2862,7,1724,2,616,224135.272
"1403",2863,6,914,0,0,108806.796
"1404",2864,7,2314,2,502,248654.85
"1405",2865,6,1072,2,525,161050.324
"1406",2866,7,1709,2,380,213602.869
"1407",2867,4,936,1,265,78228.886
"1408",2868,6,1338,2,528,174361.176
"1409",2869,4,1669,1,288,115519.889
"1410",2870,4,1482,2,609,130881.698
"1411",2871,4,1414,0,0,79615.588
"1412",2872,2,498,1,216,505.781999999996
"1413",2873,4,1273,1,275,95349.767
"1414",2874,5,1551,1,240,134668.185
"1415",2875,6,1340,1,440,159492.736
"1416",2876,7,1479,1,312,188063.053
"1417",2877,6,1510,1,216,158629.074
"1418",2878,7,1636,1,288,194850.542
"1419",2879,5,1465,1,240,130404.907
"1420",2880,5,1288,1,240,121630.486
"1421",2881,6,1550,1,318,164842.75
"1422",2882,5,1717,1,410,149948.563
"1423",2883,7,1671,2,451,214664.033
"1424",2884,7,1609,3,579,228217.213
"1425",2885,6,1801,2,365,190552.561
"1426",2886,5,2315,1,342,176772.713
"1427",2887,5,976,1,215,105126.76
"1428",2888,6,1285,2,506,170821.291
"1429",2889,4,672,0,0,42832.422
"1430",2890,4,641,1,272,63895.197
"1431",2891,6,1638,1,384,171942.722
"1432",2892,3,729,0,0,18669.229
"1433",2893,5,1396,0,0,105712.128
"1434",2894,3,936,0,0,28930.84
"1435",2895,8,1778,2,495,248782.23
"1436",2896,8,1646,2,525,243482.934
"1437",2897,6,1625,2,576,190579.571
"1438",2898,6,1664,2,616,194172.038
"1439",2899,8,1491,2,490,234347.389
"1440",2900,6,1210,2,528,168015.832
"1441",2901,6,1650,2,518,189413.172
"1442",2902,6,1403,2,470,175177.697
"1443",2903,8,1960,3,714,278205.72
"1444",2904,9,1838,3,682,297819.372
"1445",2905,1,1600,1,270,30386.186
"1446",2906,7,1368,4,784,236090.632
"1447",2907,5,1304,1,336,126405.542
"1448",2908,5,874,1,288,103098.208
"1449",2909,5,1652,3,928,190846.966
"1450",2910,4,630,0,0,40750.356
"1451",2911,4,1092,1,253,85464.538
"1452",2912,5,1360,1,336,129181.63
"1453",2913,4,1092,1,286,86833.312
"1454",2914,4,1092,0,0,63653.082
"1455",2915,4,1092,0,0,63653.082
"1456",2916,4,1092,1,286,86833.312
"1457",2917,5,1224,2,576,143711.944
"1458",2918,5,970,0,0,84594.03
"1459",2919,7,2000,3,650,250545.194
